UTC time, Altitude (m MSL), Altitude (m AGL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%), Internal temperature (C), Latitude, Longitude, Rise speed (m/s)
16:09:22, 210, 1, 98802, 0.55, 193.10, 28.25, 36.00, 33.00, 41.465158, 1.936343, 0
16:09:23, 212, 3, 98775, 1.30, 226.50, 28.12, 35.90,  ,  ,  , 0.2
16:09:24, 214, 5, 98748, 2.00, 313.10, 27.94, 35.75,  ,  ,  , 0.4
16:09:25, 217, 8, 98722, 2.10, 258.60, 27.79, 35.45,  , 41.465172, 1.936332, 0.6
16:09:26, 218, 9, 98703, 2.35, 70.90, 27.57, 35.35,  ,  ,  , 0.8
16:09:27, 220, 11, 98685, 1.40, 338.20, 27.42, 35.50,  ,  ,  , 0.9
16:09:28, 222, 13, 98668, 4.30, 339.90, 27.23, 35.60,  , 41.465225, 1.936322, 1.0
16:09:29, 224, 15, 98645, 1.65, 310.40, 27.08, 35.80,  ,  ,  , 1.1
16:09:30, 226, 17, 98622, 2.00, 304.40, 26.97, 36.00,  ,  ,  , 1.2
16:09:31, 228, 19, 98600, 3.85, 306.20, 26.87, 36.20,  , 41.465257, 1.936235, 1.4
16:09:33, 232, 23, 98551, 3.80, 281.40, 26.72, 36.60,  ,  ,  , 1.9
16:09:34, 234, 25, 98528, 4.35, 297.40, 26.68, 36.85,  , 41.465293, 1.936097, 2.1
16:09:35, 237, 28, 98496, 4.85, 300.90, 26.68, 37.10,  ,  ,  , 2.1
16:09:36, 240, 31, 98464, 4.75, 309.30, 26.69, 37.40,  ,  ,  , 2.2
16:09:37, 243, 34, 98432, 5.55, 304.80, 26.67, 37.55,  , 41.465372, 1.935955, 2.2
16:09:38, 247, 38, 98385, 4.15, 298.70, 26.64, 37.60,  ,  ,  , 2.4
16:09:39, 251, 42, 98340, 5.60, 281.30, 26.63, 37.70,  ,  ,  , 2.6
16:09:40, 255, 46, 98296, 5.50, 291.20, 26.63, 37.85,  , 41.465418, 1.935795, 2.8
16:09:41, 259, 50, 98258, 5.50, 291.20, 26.62, 37.95,  ,  ,  , 2.8
16:09:42, 262, 53, 98220, 6.60, 292.10, 26.59, 38.05,  ,  ,  , 2.9
16:09:43, 265, 56, 98182, 4.90, 306.60, 26.58, 38.20,  , 41.465488, 1.935632, 3.1
16:09:44, 268, 59, 98155, 5.50, 294.50, 26.54, 38.25,  ,  ,  , 3.1
16:09:45, 270, 61, 98130, 6.00, 283.10, 26.49, 38.25,  ,  ,  , 3.2
16:09:46, 272, 63, 98106, 4.85, 305.00, 26.45, 38.30,  , 41.465550, 1.935448, 3.2
16:09:47, 275, 66, 98078, 7.25, 294.60, 26.39, 38.10,  ,  ,  , 3.1
16:09:48, 277, 68, 98050, 5.75, 279.10, 26.31, 37.85,  ,  ,  , 3.1
16:09:49, 280, 71, 98022, 7.15, 311.70, 26.22, 37.60, 33.50, 41.465635, 1.935248, 3.1
16:09:50, 283, 74, 97982, 5.50, 315.20, 26.16, 37.50,  ,  ,  , 3.1
16:09:51, 287, 78, 97942, 8.45, 314.30, 26.08, 37.50,  ,  ,  , 3.1
16:09:52, 291, 82, 97902, 7.10, 287.80, 26.02, 37.65,  , 41.465725, 1.935038, 3.0
16:09:53, 294, 85, 97869, 6.00, 274.50, 25.99, 37.90,  ,  ,  , 2.9
16:09:54, 297, 88, 97836, 6.40, 291.30, 25.96, 38.20,  ,  ,  , 2.9
16:09:55, 300, 91, 97804, 6.40, 289.90, 25.97, 38.35,  , 41.465762, 1.934822, 2.8
16:09:56, 302, 93, 97773, 6.05, 276.80, 25.94, 38.65,  ,  ,  , 2.8
16:09:57, 305, 96, 97743, 9.55, 273.20, 25.93, 38.80,  ,  ,  , 2.9
16:09:58, 308, 99, 97714, 8.45, 284.90, 25.93, 38.90,  , 41.465790, 1.934530, 2.9
16:10:00, 313, 104, 97650, 8.05, 279.80, 25.89, 38.90,  ,  ,  , 3.0
16:10:01, 316, 107, 97618, 8.05, 289.90, 25.91, 39.00,  , 41.465840, 1.934247, 3.0
16:10:03, 324, 115, 97534,  ,  , 25.86, 38.95,  ,  ,  , 3.1
16:10:04, 328, 119, 97492,  ,  , 25.85, 39.00,  ,  ,  , 3.1
16:10:06, 334, 125, 97418, 7.15, 291.70, 25.76, 38.85,  ,  ,  , 3.1
16:10:07, 338, 129, 97382, 7.30, 283.20, 25.72, 38.70,  , 41.465940, 1.933715, 3.2
16:10:09, 343, 134, 97320, 7.25, 280.60, 25.57, 38.15,  ,  ,  , 3.2
16:10:10, 346, 137, 97290, 8.90, 286.40, 25.57, 38.00,  , 41.465987, 1.933423, 3.2
16:10:12, 352, 143, 97220, 8.05, 292.90, 25.50, 37.80,  ,  ,  , 3.2
16:10:13, 356, 147, 97186, 10.20, 284.50, 25.43, 37.95,  , 41.466053, 1.933123, 3.2
16:10:15, 360, 151, 97133, 7.85, 278.50, 25.35, 38.20,  ,  ,  , 3.0
16:10:16, 363, 154, 97108, 9.75, 285.00, 25.29, 38.30, 33.75, 41.466112, 1.932840, 2.9
16:10:18, 367, 158, 97064, 8.45, 294.20, 25.24, 38.30,  ,  ,  , 2.7
16:10:19, 369, 160, 97042, 6.35, 288.70, 25.23, 38.25,  , 41.466178, 1.932590, 2.6
16:10:21, 371, 162, 97020, 8.25, 295.80, 25.12, 37.70,  ,  ,  , 2.3
16:10:22, 372, 163, 97010, 6.55, 285.80, 25.06, 37.40,  , 41.466253, 1.932327, 2.1
16:10:23, 372, 163, 97003, 9.35, 290.70, 24.99, 37.10,  ,  ,  , 2.0
16:10:24, 373, 164, 96996, 7.65, 298.20, 24.93, 36.90,  ,  ,  , 1.9
16:10:25, 373, 164, 96990, 7.85, 285.00, 24.86, 36.85,  , 41.466318, 1.932048, 1.6
16:10:26, 374, 165, 96981, 8.00, 279.80, 24.83, 36.90,  ,  ,  , 1.4
16:10:27, 375, 166, 96973, 8.45, 290.70, 24.80, 37.00,  ,  ,  , 1.4
16:10:28, 375, 166, 96966, 6.75, 281.80, 24.79, 37.15,  , 41.466372, 1.931782, 1.2
16:10:29, 377, 168, 96952, 7.45, 287.50, 24.75, 37.25,  ,  ,  , 1.1
16:10:30, 378, 169, 96939, 8.25, 279.30, 24.74, 37.35,  ,  ,  , 0.9
16:10:31, 379, 170, 96926, 6.45, 287.20, 24.74, 37.40,  , 41.466422, 1.931515, 0.9
16:10:32, 380, 171, 96911, 8.80, 282.70, 24.69, 37.45,  ,  ,  , 0.9
16:10:33, 382, 173, 96897, 7.40, 280.40, 24.62, 37.50,  ,  ,  , 0.9
16:10:34, 383, 174, 96884, 7.10, 294.90, 24.57, 37.55,  , 41.466470, 1.931260, 1.0
16:10:35, 385, 176, 96865, 7.10, 277.00, 24.53, 37.60,  ,  ,  , 1.0
16:10:36, 386, 177, 96845, 8.85, 287.20, 24.47, 37.65,  ,  ,  , 1.1
16:10:37, 388, 179, 96826, 7.20, 280.00, 24.45, 37.70,  , 41.466522, 1.930985, 1.2
16:10:38, 390, 181, 96811, 8.50, 290.00, 24.40, 37.70,  ,  ,  , 1.2
16:10:39, 391, 182, 96796, 8.15, 279.70, 24.38, 37.65,  ,  ,  , 1.3
16:10:40, 392, 183, 96782, 7.20, 285.50, 24.36, 37.65,  , 41.466580, 1.930712, 1.3
16:10:42, 395, 186, 96754, 6.85, 281.60, 24.34, 37.60,  ,  ,  , 1.4
16:10:43, 396, 187, 96740, 9.10, 285.10, 24.33, 37.60, 34.00, 41.466637, 1.930437, 1.4
16:10:44, 398, 189, 96721, 9.10, 285.10, 24.33, 37.65,  ,  ,  , 1.4
16:10:45, 399, 190, 96703, 6.55, 285.60, 24.34, 37.65,  ,  ,  , 1.5
16:10:46, 401, 192, 96686, 6.90, 285.40, 24.34, 37.65,  , 41.466683, 1.930200, 1.5
16:10:47, 403, 194, 96664,  ,  , 24.33, 37.65,  ,  ,  , 1.5
16:10:48, 405, 196, 96643,  ,  , 24.27, 37.60,  ,  ,  , 1.5
16:10:49, 407, 198, 96622,  ,  , 24.24, 37.60,  ,  ,  , 1.5
16:10:50, 408, 199, 96603, 8.85, 281.20, 24.22, 37.65,  ,  ,  , 1.6
16:10:51, 410, 201, 96584, 5.55, 283.20, 24.18, 37.65,  ,  ,  , 1.6
16:10:52, 412, 203, 96566, 6.90, 282.60, 24.17, 37.75,  , 41.466775, 1.929700, 1.6
16:10:53, 413, 204, 96548, 7.50, 286.20, 24.17, 37.90,  ,  ,  , 1.6
16:10:54, 415, 206, 96530, 7.50, 286.20, 24.15, 37.95,  ,  ,  , 1.7
16:10:55, 417, 208, 96512, 7.90, 287.00, 24.13, 37.95,  , 41.466807, 1.929450, 1.7
16:10:56, 419, 210, 96491, 6.80, 273.30, 24.11, 38.00,  ,  ,  , 1.7
16:10:57, 420, 211, 96471, 7.05, 279.60, 24.10, 38.15,  ,  ,  , 1.8
16:10:58, 422, 213, 96452, 6.05, 282.70, 24.10, 38.20,  , 41.466838, 1.929208, 1.8
16:10:59, 424, 215, 96434, 8.05, 280.40, 24.10, 38.40,  ,  ,  , 1.8
16:11:00, 425, 216, 96416, 6.75, 297.30, 24.13, 38.65,  ,  ,  , 1.7
16:11:01, 427, 218, 96398, 5.85, 274.80, 24.17, 38.80,  , 41.466887, 1.928975, 1.7
16:11:04, 432, 223, 96346, 6.95, 276.20, 24.15, 39.00,  , 41.466917, 1.928737, 1.7
16:11:05, 433, 224, 96332,  ,  , 24.17, 39.10,  ,  ,  , 1.6
16:11:06, 434, 225, 96319,  ,  , 24.17, 39.15,  ,  ,  , 1.6
16:11:07, 436, 227, 96306,  ,  , 24.18, 39.25,  ,  ,  , 1.6
16:11:08, 436, 227, 96296, 8.55, 286.00, 24.18, 39.25,  ,  ,  , 1.5
16:11:09, 437, 228, 96287, 8.25, 304.60, 24.18, 39.20,  ,  ,  , 1.4
16:11:10, 438, 229, 96278, 7.45, 298.60, 24.18, 39.15, 34.00, 41.467053, 1.928197, 1.4
16:11:11, 439, 230, 96262, 8.00, 296.40, 24.18, 39.10,  ,  ,  , 1.3
16:11:12, 441, 232, 96248, 5.85, 305.40, 24.16, 39.00,  ,  ,  , 1.3
16:11:13, 442, 233, 96234, 8.80, 289.50, 24.13, 38.95,  , 41.467142, 1.927952, 1.2
16:11:14, 444, 235, 96214, 8.60, 294.80, 24.12, 38.90,  ,  ,  , 1.3
16:11:15, 446, 237, 96195, 7.10, 300.30, 24.11, 38.90,  ,  ,  , 1.3
16:11:16, 447, 238, 96176, 6.35, 296.60, 24.10, 38.85,  , 41.467225, 1.927722, 1.3
16:11:17, 450, 241, 96152, 7.60, 284.70, 24.09, 38.85,  ,  ,  , 1.4
16:11:18, 452, 243, 96129, 7.45, 281.90, 24.08, 38.90,  ,  ,  , 1.4
16:11:19, 454, 245, 96106, 6.50, 290.00, 24.08, 38.90,  , 41.467277, 1.927467, 1.5
16:11:20, 455, 246, 96094, 8.90, 283.90, 24.08, 38.90,  ,  ,  , 1.5
16:11:21, 456, 247, 96083, 6.65, 287.80, 24.08, 38.85,  ,  ,  , 1.5
16:11:22, 457, 248, 96072, 8.15, 286.60, 24.07, 38.80,  , 41.467333, 1.927203, 1.6
16:11:23, 458, 249, 96054, 7.00, 282.90, 24.05, 38.60,  ,  ,  , 1.6
16:11:24, 460, 251, 96036, 7.10, 287.70, 24.03, 38.50,  ,  ,  , 1.6
16:11:25, 462, 253, 96018, 6.80, 279.00, 24.01, 38.45,  , 41.467385, 1.926962, 1.6
16:11:26, 464, 255, 95997, 7.20, 291.60, 23.96, 38.45,  ,  ,  , 1.7
16:11:27, 466, 257, 95976, 5.90, 273.60, 23.93, 38.40,  ,  ,  , 1.7
16:11:28, 467, 258, 95956, 8.40, 282.50, 23.91, 38.40,  , 41.467423, 1.926720, 1.7
16:11:29, 470, 261, 95932, 6.00, 280.40, 23.90, 38.30,  ,  ,  , 1.7
16:11:30, 472, 263, 95910, 7.70, 278.70, 23.88, 38.25,  ,  ,  , 1.7
16:11:31, 474, 265, 95888, 7.70, 286.70, 23.87, 38.10,  , 41.467463, 1.926465, 1.7
16:11:33, 478, 269, 95842, 8.25, 293.90, 23.86, 37.90,  ,  ,  , 1.8
16:11:34, 480, 271, 95820, 5.95, 279.10, 23.86, 37.85,  , 41.467517, 1.926228, 1.9
16:11:35, 482, 273, 95793, 6.55, 289.00, 23.83, 37.80,  ,  ,  , 2.0
16:11:36, 485, 276, 95769, 6.00, 289.20, 23.81, 37.70,  ,  ,  , 2.0
16:11:37, 487, 278, 95746, 5.55, 276.00, 23.79, 37.65, 34.00, 41.467565, 1.926030, 2.0
16:11:38, 489, 280, 95721, 6.20, 301.60, 23.79, 37.65,  ,  ,  , 2.1
16:11:39, 491, 282, 95699, 6.00, 274.50, 23.79, 37.60,  ,  ,  , 2.1
16:11:40, 493, 284, 95678, 6.10, 283.80, 23.77, 37.55,  , 41.467605, 1.925827, 2.1
16:11:41, 496, 287, 95647, 5.35, 287.70, 23.78, 37.50,  ,  ,  , 2.2
16:11:42, 500, 291, 95604, 6.85, 279.50, 23.86, 37.85,  ,  ,  , 2.3
16:11:43, 504, 295, 95562, 5.85, 271.90, 23.94, 38.25,  , 41.467615, 1.925623, 2.5
16:11:44, 508, 299, 95517, 4.30, 241.60, 24.07, 38.55,  ,  ,  , 2.6
16:11:45, 512, 303, 95472, 3.80, 262.40, 24.22, 38.90,  ,  ,  , 2.8
16:11:46, 516, 307, 95428, 4.05, 285.80, 24.36, 39.10,  , 41.467618, 1.925483, 3.0
16:11:47, 520, 311, 95381, 5.10, 278.10, 24.45, 39.15,  ,  ,  , 3.1
16:11:48, 524, 315, 95339, 3.15, 274.30, 24.56, 39.05,  ,  ,  , 3.2
16:11:49, 528, 319, 95298, 4.30, 306.10, 24.66, 39.00,  , 41.467642, 1.925348, 3.3
16:11:50, 532, 323, 95258, 4.75, 261.10, 24.69, 38.90,  ,  ,  , 3.5
16:11:51, 536, 327, 95214, 4.95, 280.20, 24.68, 38.55,  ,  ,  , 3.7
16:11:52, 540, 331, 95170, 2.70, 282.20, 24.63, 38.40,  , 41.467652, 1.925198, 3.8
16:11:53, 543, 334, 95129, 4.90, 276.60, 24.62, 38.30,  ,  ,  , 4.0
16:11:54, 547, 338, 95088, 3.60, 304.60, 24.53, 38.20,  ,  ,  , 4.0
16:11:55, 551, 342, 95048, 5.95, 285.60, 24.41, 37.70,  , 41.467698, 1.925042, 4.0
16:11:56, 555, 346, 95002, 5.00, 300.80, 24.33, 37.20,  ,  ,  , 4.0
16:11:57, 559, 350, 94958, 5.15, 296.00, 24.18, 36.90,  ,  ,  , 4.0
16:11:58, 563, 354, 94914, 6.50, 288.30, 24.05, 36.75,  , 41.467755, 1.924863, 4.0
16:11:59, 567, 358, 94875, 4.05, 286.70, 23.93, 36.70,  ,  ,  , 3.9
16:12:00, 570, 361, 94836, 6.10, 281.10, 23.80, 36.65,  ,  ,  , 3.9
16:12:01, 574, 365, 94798, 4.80, 287.50, 23.69, 36.70,  , 41.467797, 1.924683, 3.9
16:12:04, 584, 375, 94694, 4.55, 312.10, 23.35, 37.20, 33.75, 41.467860, 1.924518, 3.7
16:12:05, 588, 379, 94651, 6.15, 289.40, 23.28, 37.40,  ,  ,  , 3.6
16:12:06, 591, 382, 94618, 4.10, 308.20, 23.21, 37.55,  ,  ,  , 3.5
16:12:07, 594, 385, 94586, 5.65, 291.50, 23.10, 37.70,  , 41.467920, 1.924350, 3.5
16:12:08, 597, 388, 94553, 5.80, 284.00, 23.03, 37.80,  ,  ,  , 3.5
16:12:09, 601, 392, 94508, 5.05, 285.80, 22.98, 37.90,  ,  ,  , 3.5
16:12:10, 605, 396, 94464, 6.70, 290.20, 22.89, 38.00,  , 41.467970, 1.924153, 3.5
16:12:11, 609, 400, 94425, 5.75, 294.30, 22.78, 38.05,  ,  ,  , 3.5
16:12:12, 612, 403, 94386, 6.20, 292.90, 22.78, 38.30,  ,  ,  , 3.5
16:12:13, 616, 407, 94348, 5.40, 283.20, 22.70, 38.50,  , 41.468018, 1.923960, 3.5
16:12:14, 619, 410, 94307, 5.90, 285.60, 22.64, 38.65,  ,  ,  , 3.5
16:12:15, 623, 414, 94266, 5.85, 297.80, 22.59, 38.70,  ,  ,  , 3.5
16:12:16, 627, 418, 94226, 6.90, 284.40, 22.55, 38.85,  , 41.468077, 1.923758, 3.6
16:12:17, 630, 421, 94190, 4.90, 294.90, 22.50, 39.20,  ,  ,  , 3.6
16:12:18, 634, 425, 94155, 6.00, 271.70, 22.45, 39.60,  ,  ,  , 3.6
16:12:19, 637, 428, 94120, 7.70, 278.90, 22.39, 39.95,  , 41.468102, 1.923525, 3.6
16:12:20, 640, 431, 94086, 7.40, 277.40, 22.35, 40.30,  ,  ,  , 3.6
16:12:21, 643, 434, 94051, 5.25, 279.60, 22.31, 40.55,  ,  ,  , 3.6
16:12:22, 646, 437, 94016, 8.05, 277.80, 22.27, 40.80,  , 41.468128, 1.923295, 3.5
16:12:23, 650, 441, 93980, 5.05, 282.20, 22.23, 40.85,  ,  ,  , 3.5
16:12:24, 653, 444, 93945, 7.00, 284.20, 22.17, 41.00,  ,  ,  , 3.4
16:12:25, 656, 447, 93910, 6.60, 281.20, 22.13, 41.15,  , 41.468170, 1.923073, 3.4
16:12:27, 663, 454, 93834, 6.95, 287.20, 22.06, 41.35,  ,  ,  , 3.4
16:12:28, 667, 458, 93796, 4.20, 297.50, 22.02, 41.50,  , 41.468222, 1.922865, 3.4
16:12:30, 675, 466, 93708, 5.30, 283.60, 21.93, 41.55,  ,  ,  , 3.5
16:12:31, 679, 470, 93664, 6.75, 293.00, 21.88, 41.60, 33.25, 41.468273, 1.922640, 3.5
16:12:34, 686, 477, 93596, 6.50, 280.50, 21.77, 41.70,  , 41.468325, 1.922430, 3.3
16:12:36, 692, 483, 93526, 6.00, 277.60, 21.68, 41.85,  ,  ,  , 3.2
16:12:37, 695, 486, 93492, 6.55, 294.40, 21.67, 41.90,  , 41.468382, 1.922220, 3.2
16:12:39, 701, 492, 93428, 5.55, 276.80, 21.59, 42.00,  ,  ,  , 3.1
16:12:40, 704, 495, 93396, 7.60, 288.70, 21.57, 42.20,  , 41.468427, 1.922005, 3.1
16:12:42, 710, 501, 93328, 7.00, 283.10, 21.49, 42.65,  ,  ,  , 2.9
16:12:43, 714, 505, 93294, 5.05, 295.50, 21.45, 42.80,  , 41.468477, 1.921805, 2.9
16:12:45, 720, 511, 93226, 6.50, 276.90, 21.39, 43.15,  ,  ,  , 2.9
16:12:46, 723, 514, 93192, 4.80, 296.10, 21.32, 43.30,  , 41.468517, 1.921602, 2.9
16:12:47, 727, 518, 93155, 6.65, 281.20, 21.29, 43.45,  ,  ,  , 3.2
16:12:48, 730, 521, 93119, 4.40, 290.90, 21.24, 43.55,  ,  ,  , 3.2
16:12:49, 733, 524, 93084, 7.25, 278.50, 21.19, 43.60,  , 41.468553, 1.921398, 3.2
16:12:50, 737, 528, 93043, 5.30, 287.80, 21.16, 43.70,  ,  ,  , 3.2
16:12:51, 741, 532, 93001, 5.85, 270.20, 21.11, 43.75,  ,  ,  , 3.3
16:12:52, 745, 536, 92960, 6.05, 283.50, 21.09, 43.85,  , 41.468573, 1.921205, 3.4
16:12:54, 752, 543, 92879, 4.15, 279.30, 20.98, 44.05,  ,  ,  , 3.5
16:12:55, 756, 547, 92840, 4.60, 292.10, 20.94, 44.10,  , 41.468592, 1.921028, 3.5
16:12:56, 760, 551, 92797, 4.10, 268.00, 20.91, 44.15,  ,  ,  , 3.5
16:12:57, 764, 555, 92756, 5.80, 292.30, 20.85, 44.25,  ,  ,  , 3.6
16:12:58, 768, 559, 92716, 2.95, 257.80, 20.82, 44.55, 32.50, 41.468593, 1.920883, 3.7
16:12:59, 771, 562, 92676, 4.75, 243.30, 20.78, 44.80,  ,  ,  , 3.7
16:13:00, 775, 566, 92637, 5.40, 287.80, 20.75, 44.90,  ,  ,  , 3.7
16:13:01, 779, 570, 92598, 4.40, 266.70, 20.72, 45.05,  , 41.468598, 1.920715, 3.8
16:13:03, 788, 579, 92499, 5.40, 275.70, 20.69, 45.20,  ,  ,  , 3.9
16:13:04, 793, 584, 92450, 4.90, 265.40, 20.71, 45.45,  , 41.468603, 1.920520, 4.0
16:13:05, 798, 589, 92396, 6.45, 276.70, 20.70, 45.60,  ,  ,  , 4.1
16:13:06, 803, 594, 92341, 3.50, 282.10, 20.70, 45.75,  ,  ,  , 4.1
16:13:07, 808, 599, 92286, 4.10, 215.40, 20.72, 45.90,  , 41.468582, 1.920397, 4.3
16:13:08, 814, 605, 92226, 4.05, 275.90, 20.76, 46.00,  ,  ,  , 4.5
16:13:09, 819, 610, 92171, 5.80, 233.20, 20.79, 46.10,  ,  ,  , 4.6
16:13:10, 824, 615, 92116, 4.00, 251.60, 20.79, 46.10,  , 41.468538, 1.920255, 4.7
16:13:11, 830, 621, 92051, 4.35, 266.50, 20.78, 46.00,  ,  ,  , 4.8
16:13:12, 836, 627, 91985, 6.10, 252.20, 20.77, 45.90,  ,  ,  , 5.0
16:13:13, 843, 634, 91920, 5.60, 288.50, 20.73, 45.85,  , 41.468540, 1.920080, 5.2
16:13:14, 847, 638, 91870, 4.00, 271.90, 20.66, 45.75,  ,  ,  , 5.3
16:13:15, 852, 643, 91820, 3.65, 262.60, 20.64, 45.80,  ,  ,  , 5.3
16:13:16, 857, 648, 91770, 4.80, 244.40, 20.60, 45.90,  , 41.468503, 1.919942, 5.3
16:13:17, 862, 653, 91718, 4.00, 233.20, 20.56, 46.05,  ,  ,  , 5.3
16:13:18, 866, 657, 91667, 4.95, 270.10, 20.51, 46.10,  ,  ,  , 5.3
16:13:19, 871, 662, 91616, 5.65, 262.70, 20.42, 46.20,  , 41.468472, 1.919768, 5.3
16:13:20, 876, 667, 91567, 5.50, 236.00, 20.33, 46.15,  ,  ,  , 5.2
16:13:21, 881, 672, 91517, 2.45, 257.60, 20.28, 46.25,  ,  ,  , 5.2
16:13:22, 885, 676, 91468, 6.75, 230.60, 20.22, 46.40,  , 41.468410, 1.919623, 5.1
16:13:23, 890, 681, 91421, 6.75, 230.60, 20.13, 46.55,  ,  ,  , 5.0
16:13:24, 894, 685, 91376, 4.45, 257.70, 20.01, 46.65,  ,  ,  , 4.8
16:13:25, 898, 689, 91332, 4.15, 253.50, 19.98, 46.80, 31.50, 41.468383, 1.919543, 4.6
16:13:26, 903, 694, 91280, 5.45, 282.80, 19.97, 46.95,  ,  ,  , 4.6
16:13:27, 908, 699, 91229, 5.45, 282.80, 19.87, 47.10,  ,  ,  , 4.6
16:13:28, 913, 704, 91178, 6.30, 263.20, 19.79, 47.30,  , 41.468377, 1.919345, 4.7
16:13:29, 917, 708, 91130, 7.40, 253.60, 19.73, 47.45,  ,  ,  , 4.7
16:13:30, 922, 713, 91082, 4.85, 248.00, 19.66, 47.60,  ,  ,  , 4.6
16:13:31, 926, 717, 91034, 5.90, 248.10, 19.60, 47.75,  , 41.468328, 1.919140, 4.6
16:13:33, 937, 728, 90922, 6.60, 279.90, 19.45, 48.10,  ,  ,  , 4.7
16:13:34, 942, 733, 90866, 5.85, 274.30, 19.39, 48.25,  , 41.468310, 1.918928, 4.8
16:13:35, 948, 739, 90810,  ,  , 19.34, 48.40,  ,  ,  , 4.8
16:13:36, 953, 744, 90754,  ,  , 19.30, 48.55,  ,  ,  , 4.9
16:13:37, 958, 749, 90698,  ,  , 19.23, 48.70,  ,  ,  , 5.0
16:13:38, 964, 755, 90634, 5.85, 274.30, 19.17, 48.75,  ,  ,  , 5.1
16:13:39, 971, 762, 90570, 4.95, 273.00, 19.13, 48.90,  ,  ,  , 5.2
16:13:40, 977, 768, 90506, 5.10, 260.90, 19.05, 49.05,  , 41.468287, 1.918558, 5.3
16:13:41, 983, 774, 90437,  ,  , 19.02, 49.25,  ,  ,  , 5.4
16:13:42, 989, 780, 90371,  ,  , 18.98, 49.40,  ,  ,  , 5.6
16:13:43, 996, 787, 90306,  ,  , 18.93, 49.45,  ,  ,  , 5.7
16:13:44, 1003, 794, 90227, 4.50, 273.90, 18.90, 49.55,  ,  ,  , 5.9
16:13:45, 1010, 801, 90151, 2.75, 272.70, 18.87, 49.65,  ,  ,  , 6.1
16:13:46, 1018, 809, 90076, 2.75, 250.80, 18.81, 49.75,  , 41.468263, 1.918255, 6.3
16:13:47, 1024, 815, 90007,  ,  , 18.76, 49.75,  ,  ,  , 6.4
16:13:48, 1031, 822, 89936,  ,  , 18.73, 49.80,  ,  ,  , 6.5
16:13:49, 1038, 829, 89866,  ,  , 18.70, 49.90,  ,  ,  , 6.6
16:13:50, 1044, 835, 89800, 3.15, 213.50, 18.64, 50.05,  ,  ,  , 6.6
16:13:51, 1050, 841, 89735, 3.80, 193.10, 18.59, 50.15,  ,  ,  , 6.6
16:13:52, 1057, 848, 89670, 5.80, 217.10, 18.58, 50.25, 30.50, 41.468133, 1.918108, 6.6
16:13:53, 1064, 855, 89598, 5.80, 217.10, 18.53, 50.25,  ,  ,  , 6.7
16:13:54, 1071, 862, 89526, 5.95, 214.60, 18.47, 50.15,  ,  ,  , 6.7
16:13:55, 1077, 868, 89454, 6.20, 229.00, 18.43, 50.15,  , 41.468003, 1.918017, 6.8
16:13:56, 1084, 875, 89387, 4.95, 213.40, 18.39, 50.20,  ,  ,  , 6.8
16:13:57, 1090, 881, 89322, 4.95, 232.20, 18.38, 50.35,  ,  ,  , 6.7
16:13:58, 1096, 887, 89258, 4.85, 229.10, 18.35, 50.60,  , 41.467875, 1.917842, 6.6
16:13:59, 1102, 893, 89199,  ,  , 18.34, 50.75,  ,  ,  , 6.5
16:14:00, 1108, 899, 89136,  ,  , 18.31, 50.90,  ,  ,  , 6.5
16:14:01, 1114, 905, 89074,  ,  , 18.27, 51.00,  ,  ,  , 6.4
16:14:03, 1128, 919, 88933, 4.80, 237.40, 18.20, 51.20,  ,  ,  , 6.4
16:14:04, 1134, 925, 88864, 6.05, 243.60, 18.16, 51.30,  , 41.467735, 1.917572, 6.5
16:14:05, 1142, 933, 88788, 6.05, 243.60, 18.12, 51.45,  ,  ,  , 6.5
16:14:06, 1149, 940, 88716, 6.05, 243.60, 18.11, 51.50,  ,  ,  , 6.5
16:14:07, 1156, 947, 88644, 5.75, 222.10, 18.04, 51.60,  , 41.467628, 1.917410, 6.5
16:14:08, 1163, 954, 88570, 6.50, 237.30, 18.02, 51.70,  ,  ,  , 6.6
16:14:09, 1170, 961, 88494, 6.35, 226.40, 17.98, 51.80,  ,  ,  , 6.7
16:14:10, 1178, 969, 88418, 6.35, 249.60, 17.94, 51.90,  , 41.467502, 1.917185, 6.8
16:14:11, 1185, 976, 88343, 3.95, 216.40, 17.88, 51.95,  ,  ,  , 6.9
16:14:12, 1192, 983, 88270, 3.95, 216.40, 17.83, 52.05,  ,  ,  , 7.0
16:14:13, 1199, 990, 88198, 4.65, 232.80, 17.77, 52.20,  , 41.467467, 1.917105, 7.1
16:14:14, 1208, 999, 88110, 5.40, 238.00, 17.72, 52.30,  ,  ,  , 7.2
16:14:15, 1216, 1007, 88021, 5.25, 219.60, 17.68, 52.35,  ,  ,  , 7.4
16:14:16, 1225, 1016, 87932, 4.40, 233.20, 17.61, 52.45,  , 41.467387, 1.916972, 7.5
16:14:18, 1243, 1034, 87753, 5.65, 215.90, 17.46, 52.65,  ,  ,  , 7.8
16:14:19, 1251, 1042, 87666, 4.95, 250.20, 17.39, 52.80, 29.75, 41.467280, 1.916797, 7.9
16:14:20, 1260, 1051, 87577,  ,  , 17.30, 52.90,  ,  ,  , 8.0
16:14:21, 1269, 1060, 87484,  ,  , 17.20, 53.05,  ,  ,  , 8.2
16:14:22, 1278, 1069, 87392,  ,  , 17.12, 53.15,  ,  ,  , 8.3
