UTC time, Altitude (m MSL), Altitude (m AGL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%), Internal temperature (C), Latitude, Longitude, Rise speed (m/s)
16:24:17, 3323, 3114, 68282,  ,  , -1.33, 99.55,  ,  ,  , -0.9
16:24:18, 3323, 3114, 68283,  ,  , -1.34, 99.55,  ,  ,  , -0.8
16:24:19, 3323, 3114, 68284,  ,  , -1.36, 99.55,  ,  ,  , -0.7
16:24:20, 3323, 3114, 68285, 9.55, 110.00, -1.36, 99.55,  ,  ,  , -0.6
16:24:21, 3323, 3114, 68286, 8.85, 115.70, -1.36, 99.55,  ,  ,  , -0.5
16:24:22, 3323, 3114, 68288, 10.50, 124.40, -1.35, 99.55,  , 41.445920, 1.945495, -0.4
16:24:26, 3318, 3109, 68325, 10.85, 125.50, -1.36, 99.55,  ,  ,  , -0.4
16:24:27, 3317, 3108, 68334, 12.45, 125.60, -1.35, 99.55,  ,  ,  , -0.5
16:24:28, 3316, 3107, 68344, 9.90, 117.80, -1.36, 99.55,  , 41.445638, 1.946143, -0.6
16:24:29, 3315, 3106, 68352, 9.90, 117.80, -1.37, 99.60,  ,  ,  , -0.7
16:24:30, 3314, 3105, 68360, 9.80, 122.90, -1.35, 99.60,  ,  ,  , -0.8
16:24:31, 3313, 3104, 68368, 9.25, 109.90, -1.35, 99.60,  , 41.445512, 1.946475, -0.8
16:24:33, 3312, 3103, 68381,  ,  , -1.35, 99.60,  ,  ,  , -0.9
16:24:34, 3311, 3102, 68388,  ,  , -1.35, 99.60,  ,  ,  , -1.0
16:24:35, 3311, 3102, 68385,  ,  , -1.35, 99.60,  ,  ,  , -0.9
16:24:36, 3312, 3103, 68382,  ,  , -1.35, 99.60,  ,  ,  , -0.8
16:24:37, 3312, 3103, 68380,  ,  , -1.36, 99.60,  ,  ,  , -0.7
16:24:38, 3311, 3102, 68385,  ,  , -1.36, 99.60,  ,  ,  , -0.7
16:24:39, 3311, 3102, 68390,  ,  , -1.36, 99.60,  ,  ,  , -0.6
16:24:40, 3310, 3101, 68396,  ,  , -1.41, 99.55, 7.25,  ,  , -0.6
16:24:41, 3309, 3100, 68407, 10.25, 125.60, -1.48, 99.55,  ,  ,  , -0.6
16:24:42, 3307, 3098, 68418, 11.10, 115.40, -1.52, 99.50,  ,  ,  , -0.6
16:24:43, 3306, 3097, 68430, 7.95, 126.20, -1.59, 99.40,  , 41.444967, 1.947702, -0.6
16:24:44, 3304, 3095, 68443, 11.95, 114.90, -1.64, 99.35,  ,  ,  , -0.7
16:24:45, 3303, 3094, 68456, 10.50, 112.10, -1.68, 99.25,  ,  ,  , -0.7
16:24:46, 3301, 3092, 68470, 10.30, 121.70, -1.70, 99.10,  , 41.444840, 1.948038, -0.8
16:24:50, 3295, 3086, 68523, 11.65, 118.30, -1.75, 98.60,  ,  ,  , -1.3
16:24:51, 3293, 3084, 68536, 8.40, 122.90, -1.70, 98.45,  ,  ,  , -1.4
16:24:52, 3292, 3083, 68550, 11.40, 115.40, -1.66, 98.45,  , 41.444565, 1.948818, -1.5
16:24:53, 3290, 3081, 68563,  ,  , -1.63, 98.40,  ,  ,  , -1.5
16:24:54, 3289, 3080, 68576,  ,  , -1.60, 98.45,  ,  ,  , -1.5
16:24:55, 3287, 3078, 68590,  ,  , -1.56, 98.55,  ,  ,  , -1.6
16:24:56, 3285, 3076, 68605, 9.30, 120.30, -1.52, 98.55,  ,  ,  , -1.6
16:24:57, 3283, 3074, 68621, 11.05, 121.70, -1.50, 98.65,  ,  ,  , -1.6
16:24:58, 3281, 3072, 68638, 10.25, 116.00, -1.46, 98.70,  , 41.444318, 1.949462, -1.6
16:25:00, 3280, 3071, 68651,  ,  , -1.39, 98.85,  ,  ,  , -1.5
16:25:01, 3279, 3070, 68658,  ,  , -1.37, 98.90,  ,  ,  , -1.5
16:25:04, 3275, 3066, 68690, 10.05, 107.30, -1.33, 99.05,  , 41.444113, 1.950015, -1.4
16:25:05, 3274, 3065, 68701,  ,  , -1.33, 99.10,  ,  ,  , -1.4
16:25:06, 3273, 3064, 68712,  ,  , -1.33, 99.15,  ,  ,  , -1.3
16:25:07, 3271, 3062, 68724,  ,  , -1.36, 99.15, 7.00,  ,  , -1.3
16:25:09, 3269, 3060, 68741, 12.55, 111.80, -1.37, 99.15,  ,  ,  , -1.2
16:25:10, 3268, 3059, 68750, 10.25, 119.00, -1.38, 99.15,  , 41.443798, 1.950805, -1.2
16:25:12, 3268, 3059, 68754, 10.70, 110.10, -1.40, 99.05,  ,  ,  , -1.0
16:25:13, 3268, 3059, 68756, 8.50, 117.30, -1.41, 99.05,  , 41.443687, 1.951128, -1.0
16:25:14, 3268, 3059, 68755,  ,  , -1.42, 99.00,  ,  ,  , -0.9
16:25:15, 3268, 3059, 68754,  ,  , -1.42, 99.00,  ,  ,  , -0.8
16:25:16, 3268, 3059, 68754,  ,  , -1.43, 98.95,  ,  ,  , -0.8
16:25:18, 3268, 3059, 68752, 9.70, 111.70, -1.45, 98.85,  ,  ,  , -0.5
16:25:19, 3268, 3059, 68752, 9.05, 120.00, -1.43, 98.80,  , 41.443458, 1.951725, -0.4
16:25:21, 3267, 3058, 68764, 7.35, 116.40, -1.43, 98.75,  ,  ,  , -0.2
16:25:22, 3266, 3057, 68770, 10.35, 113.80, -1.46, 98.70,  , 41.443392, 1.951912, -0.2
16:25:26, 3261, 3052, 68811, 8.60, 130.60, -1.40, 98.45,  ,  ,  , -0.5
16:25:27, 3260, 3051, 68821, 9.55, 109.90, -1.36, 98.45,  ,  ,  , -0.7
16:25:28, 3259, 3050, 68832, 9.45, 119.20, -1.33, 98.45,  , 41.443155, 1.952487, -0.8
16:25:29, 3257, 3048, 68846, 9.00, 123.20, -1.27, 98.50,  ,  ,  , -0.8
16:25:30, 3255, 3046, 68861, 10.70, 113.30, -1.25, 98.55,  ,  ,  , -1.1
16:25:31, 3254, 3045, 68876, 9.70, 131.10, -1.23, 98.60,  , 41.442980, 1.952878, -1.2
16:25:33, 3251, 3042, 68898, 9.90, 120.50, -1.20, 98.75,  ,  ,  , -1.3
16:25:34, 3250, 3041, 68910, 8.70, 117.60, -1.21, 98.80, 7.00, 41.442902, 1.953078, -1.4
16:25:38, 3242, 3033, 68973, 8.75, 120.10, -1.20, 98.85,  ,  ,  , -1.6
16:25:39, 3240, 3031, 68989, 9.05, 110.70, -1.18, 98.85,  ,  ,  , -1.6
16:25:40, 3238, 3029, 69006, 10.30, 126.90, -1.16, 98.85,  , 41.442662, 1.953678, -1.7
16:25:41, 3237, 3028, 69013, 9.15, 120.60, -1.15, 98.85,  ,  ,  , -1.6
16:25:42, 3237, 3028, 69019, 10.15, 111.40, -1.12, 98.85,  ,  ,  , -1.5
16:25:43, 3236, 3027, 69026, 9.00, 121.50, -1.10, 98.90,  , 41.442545, 1.953987, -1.4
16:25:47, 3234, 3025, 69041, 11.25, 121.10, -1.06, 99.00,  ,  ,  , -1.2
16:25:48, 3234, 3025, 69045, 10.50, 128.60, -1.05, 99.00,  ,  ,  , -1.1
16:25:49, 3233, 3024, 69050, 11.00, 124.50, -1.05, 99.05,  , 41.442238, 1.954670, -1.1
16:25:50, 3231, 3022, 69069, 11.00, 130.80, -1.05, 99.05,  ,  ,  , -0.9
16:25:51, 3229, 3020, 69084, 10.15, 129.10, -1.05, 99.05,  ,  ,  , -0.9
16:25:52, 3227, 3018, 69100, 10.85, 118.40, -1.05, 99.10,  , 41.442067, 1.954977, -0.9
16:25:53, 3226, 3017, 69110, 10.20, 124.00, -1.05, 99.15,  ,  ,  , -0.9
16:25:54, 3224, 3015, 69126, 11.45, 115.40, -1.05, 99.15,  ,  ,  , -1.0
16:25:55, 3222, 3013, 69142, 11.10, 122.00, -1.05, 99.15,  , 41.441920, 1.955315, -1.1
16:25:56, 3221, 3012, 69152, 11.45, 128.60, -1.04, 99.20,  ,  ,  , -1.2
16:25:57, 3220, 3011, 69163, 11.65, 118.70, -1.04, 99.25,  ,  ,  , -1.2
16:25:58, 3219, 3010, 69174, 9.80, 123.70, -1.04, 99.25,  , 41.441755, 1.955650, -1.2
16:25:59, 3218, 3009, 69177, 12.20, 126.00, -1.03, 99.25,  ,  ,  , -1.1
16:26:00, 3218, 3009, 69180, 9.65, 126.30, -1.03, 99.25,  ,  ,  , -1.3
16:26:01, 3217, 3008, 69184, 11.90, 125.90, -1.02, 99.25, 6.75, 41.441582, 1.955968, -1.2
16:26:05, 3214, 3005, 69215, 7.90, 125.60, -0.97, 99.25,  ,  ,  , -1.0
16:26:06, 3213, 3004, 69223, 11.80, 128.80, -0.96, 99.25,  ,  ,  , -1.0
16:26:07, 3212, 3003, 69232, 9.35, 128.40, -0.95, 99.25,  , 41.441243, 1.956563, -0.9
16:26:08, 3210, 3001, 69243, 10.75, 123.70, -0.93, 99.25,  ,  ,  , -0.9
16:26:09, 3209, 3000, 69255, 10.75, 123.70, -0.92, 99.25,  ,  ,  , -0.9
16:26:10, 3208, 2999, 69268, 10.60, 127.00, -0.91, 99.25,  , 41.441070, 1.956862, -0.9
16:26:11, 3206, 2997, 69280, 11.25, 131.70, -0.90, 99.30,  ,  ,  , -1.0
16:26:12, 3205, 2996, 69293, 9.60, 125.30, -0.89, 99.30,  ,  ,  , -1.0
16:26:13, 3203, 2994, 69306, 11.35, 128.10, -0.87, 99.40,  , 41.440817, 1.957257, -1.1
16:26:14, 3202, 2993, 69313,  ,  , -0.85, 99.35,  ,  ,  , -1.2
16:26:15, 3201, 2992, 69321,  ,  , -0.85, 99.35,  ,  ,  , -1.2
16:26:16, 3200, 2991, 69330,  ,  , -0.88, 99.35,  ,  ,  , -1.1
16:26:17, 3200, 2991, 69335, 10.60, 134.70, -0.90, 99.35,  ,  ,  , -1.2
16:26:18, 3199, 2990, 69340, 10.75, 131.40, -0.92, 99.35,  ,  ,  , -1.1
16:26:19, 3199, 2990, 69346, 12.60, 131.90, -0.94, 99.25,  , 41.440483, 1.957760, -1.1
16:26:20, 3198, 2989, 69350, 10.65, 130.20, -0.94, 99.15,  ,  ,  , -1.1
16:26:21, 3197, 2988, 69355, 10.25, 130.50, -0.92, 99.00,  ,  ,  , -1.0
16:26:22, 3197, 2988, 69360, 12.55, 129.30, -0.93, 98.95,  , 41.440288, 1.958067, -0.9
16:26:23, 3197, 2988, 69359, 12.55, 129.30, -0.95, 98.95,  ,  ,  , -0.8
16:26:24, 3197, 2988, 69358, 12.10, 117.90, -0.96, 98.85,  ,  ,  , -0.6
16:26:25, 3197, 2988, 69358, 11.90, 128.00, -0.96, 98.75,  , 41.440110, 1.958402, -0.5
16:26:27, 3196, 2987, 69371, 11.30, 118.70, -0.95, 98.50,  ,  ,  , -0.5
16:26:28, 3195, 2986, 69378, 10.40, 127.40, -0.94, 98.40, 6.50, 41.439937, 1.958755, -0.5
16:26:29, 3194, 2985, 69386, 12.00, 116.70, -0.93, 98.40,  ,  ,  , -0.5
16:26:30, 3193, 2984, 69394, 10.15, 119.90, -0.94, 98.25,  ,  ,  , -0.5
16:26:31, 3192, 2983, 69402, 12.90, 124.80, -0.94, 98.15,  , 41.439778, 1.959102, -0.5
16:26:32, 3191, 2982, 69413, 11.10, 115.10, -0.94, 98.05,  ,  ,  , -0.6
16:26:33, 3189, 2980, 69425, 12.50, 125.50, -0.93, 97.85,  ,  ,  , -0.7
16:26:34, 3188, 2979, 69438, 11.80, 115.80, -0.92, 97.75,  , 41.439560, 1.959590, -0.8
16:26:35, 3187, 2978, 69443, 11.80, 115.80, -0.92, 97.65,  ,  ,  , -0.8
16:26:36, 3186, 2977, 69449, 11.60, 124.50, -0.92, 97.50,  ,  ,  , -0.8
16:26:37, 3186, 2977, 69456, 10.45, 115.40, -0.91, 97.35,  , 41.439455, 1.959815, -0.9
16:26:38, 3185, 2976, 69459, 10.40, 115.40, -0.90, 97.30,  ,  ,  , -0.9
16:26:39, 3185, 2976, 69462, 11.55, 119.60, -0.89, 97.15,  ,  ,  , -0.9
16:26:40, 3185, 2976, 69466, 12.25, 120.20, -0.88, 97.05,  , 41.439298, 1.960163, -0.9
16:26:41, 3184, 2975, 69470,  ,  , -0.85, 97.00,  ,  ,  , -0.8
16:26:42, 3183, 2974, 69475,  ,  , -0.83, 96.85,  ,  ,  , -0.8
16:26:43, 3183, 2974, 69480,  ,  , -0.82, 96.80,  ,  ,  , -0.8
16:26:47, 3180, 2971, 69506, 12.80, 127.80, -0.79, 96.55,  ,  ,  , -0.6
16:26:48, 3179, 2970, 69513, 11.85, 126.60, -0.80, 96.45,  ,  ,  , -0.6
16:26:49, 3178, 2969, 69520, 11.70, 112.00, -0.80, 96.35,  , 41.438752, 1.961360, -0.6
16:26:50, 3177, 2968, 69530, 11.75, 112.00, -0.79, 96.20,  ,  ,  , -0.7
16:26:51, 3176, 2967, 69541, 10.95, 119.10, -0.82, 96.10,  ,  ,  , -0.7
16:26:52, 3174, 2965, 69552, 10.25, 107.00, -0.82, 96.00,  , 41.438660, 1.961592, -0.8
16:26:53, 3173, 2964, 69563, 11.90, 126.60, -0.82, 95.85,  ,  ,  , -0.9
16:26:54, 3172, 2963, 69575, 10.30, 103.40, -0.80, 95.65,  ,  ,  , -0.9
16:26:55, 3170, 2961, 69588, 11.40, 124.20, -0.79, 95.45, 6.50, 41.438532, 1.961940, -1.0
16:26:59, 3167, 2958, 69613, 10.75, 121.10, -0.74, 95.00,  ,  ,  , -1.0
16:27:00, 3167, 2958, 69619, 12.25, 123.10, -0.72, 94.95,  ,  ,  , -1.0
16:27:01, 3166, 2957, 69626, 11.95, 120.50, -0.71, 94.85,  , 41.438243, 1.962623, -1.0
16:27:03, 3165, 2956, 69636,  ,  , -0.66, 94.70,  ,  ,  , -1.0
16:27:04, 3164, 2955, 69642,  ,  , -0.65, 94.55,  ,  ,  , -0.9
16:27:05, 3163, 2954, 69650, 12.60, 115.30, -0.64, 94.45,  ,  ,  , -0.8
16:27:06, 3162, 2953, 69657, 11.85, 116.60, -0.62, 94.35,  ,  ,  , -0.8
16:27:07, 3161, 2952, 69664, 11.90, 125.00, -0.60, 94.20,  , 41.437835, 1.963508, -0.7
16:27:08, 3161, 2952, 69666, 11.95, 125.00, -0.58, 94.05,  ,  ,  , -0.7
16:27:09, 3161, 2952, 69669, 13.05, 125.10, -0.58, 94.05,  ,  ,  , -0.7
16:27:10, 3161, 2952, 69672, 12.15, 119.60, -0.58, 94.00,  , 41.437657, 1.963893, -0.7
16:27:11, 3160, 2951, 69673, 12.10, 119.60, -0.58, 94.00,  ,  ,  , -0.6
16:27:12, 3160, 2951, 69675, 13.55, 128.10, -0.57, 94.00,  ,  ,  , -0.6
16:27:13, 3160, 2951, 69678, 12.35, 124.50, -0.57, 93.90,  , 41.437522, 1.964142, -0.5
16:27:14, 3159, 2950, 69681, 13.40, 122.40, -0.54, 93.85,  ,  ,  , -0.5
16:27:15, 3159, 2950, 69684, 12.15, 131.60, -0.53, 93.75,  ,  ,  , -0.5
16:27:16, 3159, 2950, 69688, 12.15, 124.70, -0.52, 93.70,  , 41.437248, 1.964630, -0.4
16:27:17, 3158, 2949, 69690, 12.20, 124.70, -0.50, 93.70,  ,  ,  , -0.4
16:27:18, 3158, 2949, 69693, 12.75, 124.60, -0.49, 93.60,  ,  ,  , -0.4
16:27:19, 3158, 2949, 69696, 12.05, 127.70, -0.48, 93.60,  , 41.437038, 1.964988, -0.4
16:27:20, 3157, 2948, 69698, 12.05, 133.50, -0.47, 93.55,  ,  ,  , -0.3
16:27:21, 3157, 2948, 69701, 12.05, 133.50, -0.46, 93.50,  ,  ,  , -0.3
16:27:22, 3157, 2948, 69704, 12.70, 128.00, -0.47, 93.40, 6.50, 41.436910, 1.965235, -0.3
16:27:23, 3156, 2947, 69706, 12.70, 128.00, -0.47, 93.30,  ,  ,  , -0.3
16:27:24, 3156, 2947, 69709, 11.05, 123.70, -0.49, 93.20,  ,  ,  , -0.3
16:27:25, 3156, 2947, 69712, 12.50, 128.20, -0.47, 93.00,  , 41.436722, 1.965568, -0.3
16:27:26, 3156, 2947, 69713, 12.50, 128.20, -0.46, 92.75,  ,  ,  , -0.3
16:27:27, 3155, 2946, 69715, 13.35, 125.20, -0.44, 92.55,  ,  ,  , -0.3
16:27:28, 3155, 2946, 69718, 11.45, 122.60, -0.43, 92.25,  , 41.436532, 1.965915, -0.3
16:27:30, 3154, 2945, 69731, 12.00, 125.50, -0.41, 91.75,  ,  ,  , -0.4
16:27:31, 3153, 2944, 69738, 10.00, 125.30, -0.39, 91.50,  , 41.436350, 1.966228, -0.4
16:27:34, 3152, 2943, 69748, 10.35, 130.00, -0.36, 90.80,  , 41.436178, 1.966550, -0.4
16:27:39, 3153, 2944, 69734, 11.75, 129.70, -0.30, 89.85,  ,  ,  , -0.2
16:27:40, 3154, 2945, 69732, 10.85, 134.90, -0.29, 89.65,  , 41.435747, 1.967267, -0.1
16:27:42, 3154, 2945, 69726, 10.70, 132.50, -0.30, 89.35,  ,  ,  , 0
16:27:43, 3154, 2945, 69724, 10.45, 118.40, -0.29, 89.20,  , 41.435637, 1.967465, 0.1
16:27:45, 3155, 2946, 69716, 10.20, 130.70, -0.28, 88.90,  ,  ,  , 0.2
16:27:46, 3156, 2947, 69712, 10.45, 115.90, -0.28, 88.75,  , 41.435423, 1.967880, 0.3
16:27:47, 3156, 2947, 69708, 10.45, 115.90, -0.28, 88.65,  ,  ,  , 0.4
16:27:48, 3157, 2948, 69704, 11.40, 127.20, -0.27, 88.50,  ,  ,  , 0.4
16:27:49, 3157, 2948, 69700, 10.80, 129.50, -0.26, 88.35, 6.50, 41.435298, 1.968090, 0.4
16:27:50, 3158, 2949, 69695, 12.60, 131.50, -0.26, 88.15,  ,  ,  , 0.4
16:27:51, 3158, 2949, 69690, 12.60, 131.50, -0.24, 88.00,  ,  ,  , 0.4
16:27:52, 3159, 2950, 69686, 11.55, 128.70, -0.23, 87.80,  , 41.435110, 1.968410, 0.4
16:27:53, 3159, 2950, 69681, 11.40, 124.20, -0.24, 87.60,  ,  ,  , 0.5
16:27:54, 3160, 2951, 69676, 9.75, 122.20, -0.24, 87.40,  ,  ,  , 0.5
16:27:55, 3161, 2952, 69672, 11.40, 128.20, -0.24, 87.25,  , 41.434943, 1.968730, 0.5
16:27:56, 3162, 2953, 69662, 9.85, 121.00, -0.26, 87.10,  ,  ,  , 0.5
16:27:57, 3163, 2954, 69653, 11.00, 125.90, -0.23, 87.05,  ,  ,  , 0.6
16:27:58, 3164, 2955, 69644, 10.30, 117.10, -0.23, 86.95,  , 41.434788, 1.969047, 0.6
16:27:59, 3164, 2955, 69638,  ,  , -0.21, 86.90,  ,  ,  , 0.7
16:28:00, 3165, 2956, 69632,  ,  , -0.19, 86.75,  ,  ,  , 0.7
16:28:01, 3166, 2957, 69626,  ,  , -0.20, 86.50,  ,  ,  , 0.7
16:28:03, 3168, 2959, 69605, 9.95, 116.30, -0.18, 86.05,  ,  ,  , 0.8
16:28:04, 3169, 2960, 69596, 9.75, 126.40, -0.20, 85.90,  , 41.434490, 1.969678, 0.9
16:28:05, 3171, 2962, 69585, 9.65, 121.00, -0.21, 85.80,  ,  ,  , 0.9
16:28:06, 3172, 2963, 69575, 9.65, 121.00, -0.21, 85.75,  ,  ,  , 0.9
16:28:07, 3173, 2964, 69566, 9.00, 117.60, -0.21, 85.65,  , 41.434357, 1.969985, 1.0
16:28:11, 3178, 2969, 69520,  ,  , -0.23, 85.35,  ,  ,  , 1.1
16:28:12, 3179, 2970, 69509,  ,  , -0.23, 85.30,  ,  ,  , 1.2
16:28:13, 3181, 2972, 69498,  ,  , -0.21, 85.25,  ,  ,  , 1.2
16:28:14, 3182, 2973, 69489,  ,  , -0.21, 85.25,  ,  ,  , 1.2
16:28:15, 3183, 2974, 69480,  ,  , -0.21, 85.15,  ,  ,  , 1.2
16:28:16, 3184, 2975, 69472,  ,  , -0.21, 85.05, 6.50,  ,  , 1.2
16:28:17, 3185, 2976, 69462, 10.85, 125.60, -0.21, 84.95,  ,  ,  , 1.2
16:28:18, 3186, 2977, 69452, 10.85, 125.60, -0.21, 84.85,  ,  ,  , 1.2
16:28:19, 3187, 2978, 69442, 9.10, 129.00, -0.20, 84.70,  , 41.433782, 1.971220, 1.2
16:28:23, 3192, 2983, 69398,  ,  , -0.24, 84.20,  ,  ,  , 1.2
16:28:24, 3194, 2985, 69387,  ,  , -0.24, 84.10,  ,  ,  , 1.2
16:28:25, 3195, 2986, 69376,  ,  , -0.23, 84.00,  ,  ,  , 1.2
16:28:26, 3197, 2988, 69362, 9.75, 122.00, -0.23, 83.90,  ,  ,  , 1.2
16:28:27, 3198, 2989, 69349, 10.00, 118.60, -0.23, 83.85,  ,  ,  , 1.3
16:28:28, 3200, 2991, 69336, 10.70, 119.30, -0.23, 83.80,  , 41.433293, 1.972272, 1.3
16:28:29, 3201, 2992, 69322, 10.70, 119.30, -0.24, 83.75,  ,  ,  , 1.4
16:28:30, 3203, 2994, 69308, 10.95, 112.90, -0.26, 83.65,  ,  ,  , 1.4
16:28:31, 3205, 2996, 69294, 10.20, 124.80, -0.27, 83.60,  , 41.433200, 1.972490, 1.4
16:28:33, 3207, 2998, 69270, 10.60, 123.00, -0.26, 83.55,  ,  ,  , 1.4
16:28:34, 3209, 3000, 69258, 10.40, 123.60, -0.26, 83.50,  , 41.433038, 1.972800, 1.4
16:28:35, 3210, 3001, 69243,  ,  , -0.28, 83.35,  ,  ,  , 1.5
16:28:36, 3212, 3003, 69228,  ,  , -0.30, 83.25,  ,  ,  , 1.5
16:28:37, 3214, 3005, 69214,  ,  , -0.32, 83.15,  ,  ,  , 1.6
16:28:38, 3216, 3007, 69199, 11.15, 122.90, -0.34, 83.05,  ,  ,  , 1.6
16:28:39, 3217, 3008, 69184, 11.15, 122.90, -0.35, 83.00,  ,  ,  , 1.6
16:28:40, 3219, 3010, 69170, 8.35, 117.50, -0.35, 82.90,  , 41.432740, 1.973403, 1.6
16:28:41, 3221, 3012, 69156, 8.20, 123.30, -0.36, 82.80,  ,  ,  , 1.6
16:28:42, 3222, 3013, 69143, 8.95, 112.50, -0.38, 82.70,  ,  ,  , 1.6
16:28:43, 3224, 3015, 69130, 10.65, 122.50, -0.39, 82.65, 6.50, 41.432613, 1.973693, 1.6
16:28:44, 3225, 3016, 69117,  ,  , -0.39, 82.60,  ,  ,  , 1.6
16:28:45, 3227, 3018, 69104,  ,  , -0.41, 82.55,  ,  ,  , 1.6
16:28:46, 3228, 3019, 69092,  ,  , -0.41, 82.50,  ,  ,  , 1.6
16:28:47, 3230, 3021, 69076, 10.20, 114.80, -0.42, 82.50,  ,  ,  , 1.6
16:28:48, 3232, 3023, 69061, 10.15, 130.80, -0.42, 82.40,  ,  ,  , 1.6
16:28:49, 3234, 3025, 69046, 9.35, 116.90, -0.43, 82.35,  , 41.432353, 1.974303, 1.6
16:28:50, 3235, 3026, 69031, 11.00, 129.50, -0.44, 82.30,  ,  ,  , 1.6
16:28:51, 3237, 3028, 69017, 9.65, 124.50, -0.44, 82.25,  ,  ,  , 1.6
16:28:52, 3239, 3030, 69004, 11.00, 115.50, -0.44, 82.20,  , 41.432197, 1.974608, 1.6
16:28:53, 3240, 3031, 68991, 9.20, 121.60, -0.43, 82.15,  ,  ,  , 1.6
16:28:54, 3242, 3033, 68978, 10.00, 113.90, -0.46, 82.05,  ,  ,  , 1.6
16:28:55, 3243, 3034, 68966, 11.00, 122.10, -0.46, 82.00,  , 41.432025, 1.975035, 1.6
16:28:59, 3250, 3041, 68910,  ,  , -0.54, 81.95,  ,  ,  , 1.6
16:29:00, 3251, 3042, 68896,  ,  , -0.56, 81.90,  ,  ,  , 1.6
16:29:01, 3253, 3044, 68882,  ,  , -0.58, 81.90,  ,  ,  , 1.6
16:29:03, 3256, 3047, 68858, 9.30, 119.90, -0.58, 81.95,  ,  ,  , 1.6
16:29:04, 3257, 3048, 68846, 10.45, 111.80, -0.58, 82.00,  , 41.431692, 1.975872, 1.6
16:29:05, 3259, 3050, 68830, 10.45, 111.80, -0.61, 82.00,  ,  ,  , 1.6
16:29:06, 3261, 3052, 68815, 9.65, 117.10, -0.63, 82.05,  ,  ,  , 1.6
16:29:07, 3262, 3053, 68800, 9.25, 122.60, -0.64, 82.05,  , 41.431555, 1.976173, 1.6
16:29:11, 3273, 3064, 68714, 10.20, 110.20, -0.67, 82.25,  ,  ,  , 1.9
16:29:12, 3275, 3066, 68693, 10.75, 117.60, -0.68, 82.35,  ,  ,  , 2.0
16:29:13, 3277, 3068, 68672, 9.20, 120.80, -0.69, 82.40,  , 41.431265, 1.976897, 2.0
16:29:17, 3290, 3081, 68567, 9.95, 118.70, -0.76, 82.60,  ,  ,  , 2.6
16:29:18, 3293, 3084, 68541, 8.70, 128.50, -0.77, 82.60,  ,  ,  , 2.7
16:29:19, 3296, 3087, 68516, 10.45, 134.00, -0.79, 82.60,  , 41.431017, 1.977363, 2.8
16:29:20, 3299, 3090, 68485, 11.55, 130.60, -0.82, 82.65,  ,  ,  , 2.8
16:29:21, 3303, 3094, 68452, 9.20, 128.70, -0.83, 82.70,  ,  ,  , 2.9
16:29:22, 3307, 3098, 68420, 10.90, 123.90, -0.85, 82.75,  , 41.430840, 1.977655, 3.0
16:29:23, 3311, 3102, 68386, 10.90, 123.90, -0.85, 82.80,  ,  ,  , 3.0
16:29:24, 3315, 3106, 68354, 9.35, 120.20, -0.87, 82.85,  ,  ,  , 3.3
16:29:25, 3319, 3110, 68322, 10.45, 125.70, -0.89, 82.85,  , 41.430695, 1.977945, 3.4
16:29:26, 3322, 3113, 68293,  ,  , -0.90, 82.90,  ,  ,  , 3.4
16:29:27, 3325, 3116, 68265,  ,  , -0.89, 82.95,  ,  ,  , 3.4
16:29:28, 3329, 3120, 68238,  ,  , -0.88, 83.00,  ,  ,  , 3.4
16:29:29, 3332, 3123, 68211, 8.60, 129.10, -0.80, 83.05,  ,  ,  , 3.4
16:29:30, 3335, 3126, 68184, 11.00, 133.70, -0.82, 83.10,  ,  ,  , 3.5
16:29:31, 3338, 3129, 68158, 9.05, 125.10, -0.79, 83.15,  , 41.430368, 1.978537, 3.5
16:29:34, 3347, 3138, 68078, 10.00, 120.40, -0.68, 83.30,  , 41.430208, 1.978805, 3.4
16:29:35, 3351, 3142, 68046, 10.00, 120.40, -0.71, 83.25,  ,  ,  , 3.4
16:29:36, 3355, 3146, 68016, 8.60, 121.70, -0.68, 83.20,  ,  ,  , 3.4
16:29:37, 3358, 3149, 67986, 9.85, 129.70, -0.69, 83.20, 7.25, 41.430055, 1.979082, 3.3
16:29:38, 3362, 3153, 67953, 9.85, 129.70, -0.68, 83.15,  ,  ,  , 3.3
16:29:39, 3366, 3157, 67921, 10.60, 124.50, -0.71, 83.05,  ,  ,  , 3.4
16:29:40, 3370, 3161, 67890, 8.40, 131.10, -0.72, 83.00,  , 41.429897, 1.979358, 3.4
16:29:41, 3374, 3165, 67854, 8.45, 131.10, -0.68, 82.90,  ,  ,  , 3.5
16:29:42, 3378, 3169, 67820, 10.25, 134.00, -0.72, 82.85,  ,  ,  , 3.6
16:29:43, 3382, 3173, 67786, 9.35, 123.60, -0.73, 82.75,  , 41.429737, 1.979625, 3.6
16:29:47, 3396, 3187, 67662, 8.80, 134.10, -0.82, 82.50,  ,  ,  , 3.8
16:29:48, 3400, 3191, 67631, 8.80, 134.10, -0.82, 82.45,  ,  ,  , 3.8
16:29:49, 3404, 3195, 67600, 9.90, 134.40, -0.87, 82.40,  , 41.429405, 1.980172, 3.8
16:29:50, 3408, 3199, 67566, 8.75, 123.20, -0.83, 82.35,  ,  ,  , 3.8
16:29:51, 3412, 3203, 67535, 8.75, 123.20, -0.87, 82.30,  ,  ,  , 3.8
